,Year,Defender,Opponent,Points_Against,Opponent_FG%
2327,2014-15,John Henson,Giannis Antetokounmpo,11.0,0.625
2328,2014-15,O.J. Mayo,Giannis Antetokounmpo,11.0,0.625
2329,2014-15,Jerryd Bayless,Giannis Antetokounmpo,11.0,0.625
2330,2014-15,Tyler Ennis,Giannis Antetokounmpo,11.0,0.625
2331,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,11.0,0.625
2332,2014-15,Miles Plumlee,Giannis Antetokounmpo,11.0,0.625
2333,2014-15,Evan Turner,Giannis Antetokounmpo,11.0,0.625
2334,2014-15,Brandon Bass,Giannis Antetokounmpo,11.0,0.625
2335,2014-15,Tyler Zeller,Giannis Antetokounmpo,11.0,0.625
2336,2014-15,Avery Bradley,Giannis Antetokounmpo,11.0,0.625
2337,2014-15,Marcus Smart,Giannis Antetokounmpo,11.0,0.625
2338,2014-15,Isaiah Thomas,Giannis Antetokounmpo,11.0,0.625
2339,2014-15,Jae Crowder,Giannis Antetokounmpo,11.0,0.625
2340,2014-15,Kelly Olynyk,Giannis Antetokounmpo,11.0,0.625
2341,2014-15,Jonas Jerebko,Giannis Antetokounmpo,11.0,0.625
2342,2014-15,Jared Sullinger,Giannis Antetokounmpo,11.0,0.625
2343,2014-15,Gigi Datome,Giannis Antetokounmpo,11.0,0.625
2344,2014-15,Phil Pressey,Giannis Antetokounmpo,11.0,0.625
2345,2014-15,Gerald Wallace,Giannis Antetokounmpo,11.0,0.625
2346,2014-15,Mike Dunleavy,Giannis Antetokounmpo,11.0,0.444
2347,2014-15,Pau Gasol,Giannis Antetokounmpo,11.0,0.444
2348,2014-15,Joakim Noah,Giannis Antetokounmpo,11.0,0.444
2349,2014-15,Jimmy Butler,Giannis Antetokounmpo,11.0,0.444
2350,2014-15,Aaron Brooks,Giannis Antetokounmpo,11.0,0.444
2351,2014-15,Tony Snell,Giannis Antetokounmpo,11.0,0.444
2352,2014-15,Taj Gibson,Giannis Antetokounmpo,11.0,0.444
2353,2014-15,Nikola Mirotic,Giannis Antetokounmpo,11.0,0.444
2354,2014-15,Kirk Hinrich,Giannis Antetokounmpo,11.0,0.444
2355,2014-15,E'Twaun Moore,Giannis Antetokounmpo,11.0,0.444
2356,2014-15,Cameron Bairstow,Giannis Antetokounmpo,11.0,0.444
2357,2014-15,Nazr Mohammed,Giannis Antetokounmpo,11.0,0.444
2358,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,11.0,0.444
2359,2014-15,Zaza Pachulia,Giannis Antetokounmpo,11.0,0.444
2360,2014-15,Khris Middleton,Giannis Antetokounmpo,11.0,0.444
2361,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,11.0,0.444
2362,2014-15,Jerryd Bayless,Giannis Antetokounmpo,11.0,0.444
2363,2014-15,John Henson,Giannis Antetokounmpo,11.0,0.444
2364,2014-15,O.J. Mayo,Giannis Antetokounmpo,11.0,0.444
2365,2014-15,Jared Dudley,Giannis Antetokounmpo,11.0,0.444
2366,2014-15,Tyler Ennis,Giannis Antetokounmpo,11.0,0.444
2367,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,11.0,0.444
2368,2014-15,Miles Plumlee,Giannis Antetokounmpo,11.0,0.444
2369,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,18.0,0.778
2370,2014-15,Zaza Pachulia,Giannis Antetokounmpo,18.0,0.778
2371,2014-15,Khris Middleton,Giannis Antetokounmpo,18.0,0.778
2372,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,18.0,0.778
2373,2014-15,Jerryd Bayless,Giannis Antetokounmpo,18.0,0.778
2374,2014-15,O.J. Mayo,Giannis Antetokounmpo,18.0,0.778
2375,2014-15,John Henson,Giannis Antetokounmpo,18.0,0.778
2376,2014-15,Miles Plumlee,Giannis Antetokounmpo,18.0,0.778
2377,2014-15,Tyler Ennis,Giannis Antetokounmpo,18.0,0.778
2378,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,18.0,0.778
2379,2014-15,Jared Dudley,Giannis Antetokounmpo,18.0,0.778
2380,2014-15,DeMarre Carroll,Giannis Antetokounmpo,18.0,0.778
2381,2014-15,Paul Millsap,Giannis Antetokounmpo,18.0,0.778
2382,2014-15,Al Horford,Giannis Antetokounmpo,18.0,0.778
2383,2014-15,Kyle Korver,Giannis Antetokounmpo,18.0,0.778
2384,2014-15,Jeff Teague,Giannis Antetokounmpo,18.0,0.778
2385,2014-15,Pero Antic,Giannis Antetokounmpo,18.0,0.778
2386,2014-15,Kent Bazemore,Giannis Antetokounmpo,18.0,0.778
2387,2014-15,Dennis Schroder,Giannis Antetokounmpo,18.0,0.778
2388,2014-15,Thabo Sefolosha,Giannis Antetokounmpo,18.0,0.778
2389,2014-15,Mike Muscala,Giannis Antetokounmpo,18.0,0.778
2390,2014-15,Shelvin Mack,Giannis Antetokounmpo,18.0,0.778
2391,2014-15,Elton Brand,Giannis Antetokounmpo,18.0,0.778
2392,2014-15,John Jenkins,Giannis Antetokounmpo,18.0,0.778
2393,2014-15,Harrison Barnes,Giannis Antetokounmpo,12.0,0.667
2394,2014-15,David Lee,Giannis Antetokounmpo,12.0,0.667
2395,2014-15,Andrew Bogut,Giannis Antetokounmpo,12.0,0.667
2396,2014-15,Klay Thompson,Giannis Antetokounmpo,12.0,0.667
2397,2014-15,Stephen Curry,Giannis Antetokounmpo,12.0,0.667
2398,2014-15,Brandon Rush,Giannis Antetokounmpo,12.0,0.667
2399,2014-15,Justin Holiday,Giannis Antetokounmpo,12.0,0.667
2400,2014-15,James Michael McAdoo,Giannis Antetokounmpo,12.0,0.667
2401,2014-15,Shaun Livingston,Giannis Antetokounmpo,12.0,0.667
2402,2014-15,Marreese Speights,Giannis Antetokounmpo,12.0,0.667
2403,2014-15,Leandro Barbosa,Giannis Antetokounmpo,12.0,0.667
2404,2014-15,Festus Ezeli,Giannis Antetokounmpo,12.0,0.667
2405,2014-15,Draymond Green,Giannis Antetokounmpo,12.0,0.667
2406,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,12.0,0.667
2407,2014-15,Zaza Pachulia,Giannis Antetokounmpo,12.0,0.667
2408,2014-15,Khris Middleton,Giannis Antetokounmpo,12.0,0.667
2409,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,12.0,0.667
2410,2014-15,Jerryd Bayless,Giannis Antetokounmpo,12.0,0.667
2411,2014-15,John Henson,Giannis Antetokounmpo,12.0,0.667
2412,2014-15,O.J. Mayo,Giannis Antetokounmpo,12.0,0.667
2413,2014-15,Jared Dudley,Giannis Antetokounmpo,12.0,0.667
2414,2014-15,Miles Plumlee,Giannis Antetokounmpo,12.0,0.667
2415,2014-15,Tyler Ennis,Giannis Antetokounmpo,12.0,0.667
2416,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,12.0,0.667
2417,2014-15,Solomon Hill,Giannis Antetokounmpo,16.0,0.7
2418,2014-15,Luis Scola,Giannis Antetokounmpo,16.0,0.7
2419,2014-15,Roy Hibbert,Giannis Antetokounmpo,16.0,0.7
2420,2014-15,CJ Miles,Giannis Antetokounmpo,16.0,0.7
2421,2014-15,George Hill,Giannis Antetokounmpo,16.0,0.7
2422,2014-15,Damjan Rudez,Giannis Antetokounmpo,16.0,0.7
2423,2014-15,C.J. Watson,Giannis Antetokounmpo,16.0,0.7
2424,2014-15,Ian Mahinmi,Giannis Antetokounmpo,16.0,0.7
2425,2014-15,Lavoy Allen,Giannis Antetokounmpo,16.0,0.7
2426,2014-15,Chris Copeland,Giannis Antetokounmpo,16.0,0.7
2427,2014-15,Donald Sloan,Giannis Antetokounmpo,16.0,0.7
2428,2014-15,David West,Giannis Antetokounmpo,16.0,0.7
2429,2014-15,Shayne Whittington,Giannis Antetokounmpo,16.0,0.7
2430,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,16.0,0.7
2431,2014-15,Zaza Pachulia,Giannis Antetokounmpo,16.0,0.7
2432,2014-15,Khris Middleton,Giannis Antetokounmpo,16.0,0.7
2433,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,16.0,0.7
2434,2014-15,O.J. Mayo,Giannis Antetokounmpo,16.0,0.7
2435,2014-15,Jerryd Bayless,Giannis Antetokounmpo,16.0,0.7
2436,2014-15,John Henson,Giannis Antetokounmpo,16.0,0.7
2437,2014-15,Jared Dudley,Giannis Antetokounmpo,16.0,0.7
2438,2014-15,Tyler Ennis,Giannis Antetokounmpo,16.0,0.7
2439,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,16.0,0.7
2440,2014-15,Miles Plumlee,Giannis Antetokounmpo,16.0,0.7
2441,2014-15,Luol Deng,Giannis Antetokounmpo,16.0,0.6
2442,2014-15,Udonis Haslem,Giannis Antetokounmpo,16.0,0.6
2443,2014-15,Hassan Whiteside,Giannis Antetokounmpo,16.0,0.6
2444,2014-15,Dwyane Wade,Giannis Antetokounmpo,16.0,0.6
2445,2014-15,Goran Dragic,Giannis Antetokounmpo,16.0,0.6
2446,2014-15,Henry Walker,Giannis Antetokounmpo,16.0,0.6
2447,2014-15,Mario Chalmers,Giannis Antetokounmpo,16.0,0.6
2448,2014-15,Chris Andersen,Giannis Antetokounmpo,16.0,0.6
2449,2014-15,Michael Beasley,Giannis Antetokounmpo,16.0,0.6
2450,2014-15,Zoran Dragic,Giannis Antetokounmpo,16.0,0.6
2451,2014-15,James Ennis III,Giannis Antetokounmpo,16.0,0.6
2452,2014-15,Tyler Johnson,Giannis Antetokounmpo,16.0,0.6
2453,2014-15,Shabazz Napier,Giannis Antetokounmpo,16.0,0.6
2454,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,16.0,0.6
2455,2014-15,Zaza Pachulia,Giannis Antetokounmpo,16.0,0.6
2456,2014-15,Khris Middleton,Giannis Antetokounmpo,16.0,0.6
2457,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,16.0,0.6
2458,2014-15,Jerryd Bayless,Giannis Antetokounmpo,16.0,0.6
2459,2014-15,John Henson,Giannis Antetokounmpo,16.0,0.6
2460,2014-15,Tyler Ennis,Giannis Antetokounmpo,16.0,0.6
2461,2014-15,Miles Plumlee,Giannis Antetokounmpo,16.0,0.6
2462,2014-15,O.J. Mayo,Giannis Antetokounmpo,16.0,0.6
2463,2014-15,Jared Dudley,Giannis Antetokounmpo,16.0,0.6
2464,2014-15,Chris Johnson,Giannis Antetokounmpo,16.0,0.6
2465,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,16.0,0.6
2466,2014-15,LeBron James,Giannis Antetokounmpo,15.0,0.455
2467,2014-15,Kevin Love,Giannis Antetokounmpo,15.0,0.455
2468,2014-15,Timofey Mozgov,Giannis Antetokounmpo,15.0,0.455
2469,2014-15,JR Smith,Giannis Antetokounmpo,15.0,0.455
2470,2014-15,Kyrie Irving,Giannis Antetokounmpo,15.0,0.455
2471,2014-15,Iman Shumpert,Giannis Antetokounmpo,15.0,0.455
2472,2014-15,Tristan Thompson,Giannis Antetokounmpo,15.0,0.455
2473,2014-15,James Jones,Giannis Antetokounmpo,15.0,0.455
2474,2014-15,Matthew Dellavedova,Giannis Antetokounmpo,15.0,0.455
2475,2014-15,Kendrick Perkins,Giannis Antetokounmpo,15.0,0.455
2476,2014-15,Mike Miller,Giannis Antetokounmpo,15.0,0.455
2477,2014-15,Brendan Haywood,Giannis Antetokounmpo,15.0,0.455
2478,2014-15,Shawn Marion,Giannis Antetokounmpo,15.0,0.455
2479,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,15.0,0.455
2480,2014-15,Zaza Pachulia,Giannis Antetokounmpo,15.0,0.455
2481,2014-15,Khris Middleton,Giannis Antetokounmpo,15.0,0.455
2482,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,15.0,0.455
2483,2014-15,Jerryd Bayless,Giannis Antetokounmpo,15.0,0.455
2484,2014-15,John Henson,Giannis Antetokounmpo,15.0,0.455
2485,2014-15,Chris Johnson,Giannis Antetokounmpo,15.0,0.455
2486,2014-15,Tyler Ennis,Giannis Antetokounmpo,15.0,0.455
2487,2014-15,Miles Plumlee,Giannis Antetokounmpo,15.0,0.455
2488,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,15.0,0.455
2489,2014-15,Jared Dudley,Giannis Antetokounmpo,15.0,0.455
2490,2014-15,O.J. Mayo,Giannis Antetokounmpo,15.0,0.455
2491,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,23.0,0.368
2492,2014-15,Zaza Pachulia,Giannis Antetokounmpo,23.0,0.368
2493,2014-15,Khris Middleton,Giannis Antetokounmpo,23.0,0.368
2494,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,23.0,0.368
2495,2014-15,Jerryd Bayless,Giannis Antetokounmpo,23.0,0.368
2496,2014-15,Tyler Ennis,Giannis Antetokounmpo,23.0,0.368
2497,2014-15,John Henson,Giannis Antetokounmpo,23.0,0.368
2498,2014-15,Miles Plumlee,Giannis Antetokounmpo,23.0,0.368
2499,2014-15,Jared Dudley,Giannis Antetokounmpo,23.0,0.368
2500,2014-15,Chris Johnson,Giannis Antetokounmpo,23.0,0.368
2501,2014-15,O.J. Mayo,Giannis Antetokounmpo,23.0,0.368
2502,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,23.0,0.368
2503,2014-15,Joe Johnson,Giannis Antetokounmpo,23.0,0.368
2504,2014-15,Thaddeus Young,Giannis Antetokounmpo,23.0,0.368
2505,2014-15,Brook Lopez,Giannis Antetokounmpo,23.0,0.368
2506,2014-15,Markel Brown,Giannis Antetokounmpo,23.0,0.368
2507,2014-15,Deron Williams,Giannis Antetokounmpo,23.0,0.368
2508,2014-15,Bojan Bogdanovic,Giannis Antetokounmpo,23.0,0.368
2509,2014-15,Alan Anderson,Giannis Antetokounmpo,23.0,0.368
2510,2014-15,Jarrett Jack,Giannis Antetokounmpo,23.0,0.368
2511,2014-15,Cory Jefferson,Giannis Antetokounmpo,23.0,0.368
2512,2014-15,Mason Plumlee,Giannis Antetokounmpo,23.0,0.368
2513,2014-15,Jerome Jordan,Giannis Antetokounmpo,23.0,0.368
2514,2014-15,Darius Morris,Giannis Antetokounmpo,23.0,0.368
2515,2014-15,Tim Duncan,Giannis Antetokounmpo,19.0,0.5
2516,2014-15,Kawhi Leonard,Giannis Antetokounmpo,19.0,0.5
2517,2014-15,Tiago Splitter,Giannis Antetokounmpo,19.0,0.5
2518,2014-15,Danny Green,Giannis Antetokounmpo,19.0,0.5
2519,2014-15,Tony Parker,Giannis Antetokounmpo,19.0,0.5
2520,2014-15,Boris Diaw,Giannis Antetokounmpo,19.0,0.5
2521,2014-15,Marco Belinelli,Giannis Antetokounmpo,19.0,0.5
2522,2014-15,Jeff Ayres,Giannis Antetokounmpo,19.0,0.5
2523,2014-15,Patty Mills,Giannis Antetokounmpo,19.0,0.5
2524,2014-15,Matt Bonner,Giannis Antetokounmpo,19.0,0.5
2525,2014-15,Reggie Williams,Giannis Antetokounmpo,19.0,0.5
2526,2014-15,Cory Joseph,Giannis Antetokounmpo,19.0,0.5
2527,2014-15,Kyle Anderson,Giannis Antetokounmpo,19.0,0.5
2528,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,19.0,0.5
2529,2014-15,Zaza Pachulia,Giannis Antetokounmpo,19.0,0.5
2530,2014-15,Khris Middleton,Giannis Antetokounmpo,19.0,0.5
2531,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,19.0,0.5
2532,2014-15,Jerryd Bayless,Giannis Antetokounmpo,19.0,0.5
2533,2014-15,John Henson,Giannis Antetokounmpo,19.0,0.5
2534,2014-15,Tyler Ennis,Giannis Antetokounmpo,19.0,0.5
2535,2014-15,Chris Johnson,Giannis Antetokounmpo,19.0,0.5
2536,2014-15,Miles Plumlee,Giannis Antetokounmpo,19.0,0.5
2537,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,19.0,0.5
2538,2014-15,Jared Dudley,Giannis Antetokounmpo,19.0,0.5
2539,2014-15,O.J. Mayo,Giannis Antetokounmpo,19.0,0.5
2540,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,15.0,0.667
2541,2014-15,Zaza Pachulia,Giannis Antetokounmpo,15.0,0.667
2542,2014-15,Khris Middleton,Giannis Antetokounmpo,15.0,0.667
2543,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,15.0,0.667
2544,2014-15,Jerryd Bayless,Giannis Antetokounmpo,15.0,0.667
2545,2014-15,Chris Johnson,Giannis Antetokounmpo,15.0,0.667
2546,2014-15,Tyler Ennis,Giannis Antetokounmpo,15.0,0.667
2547,2014-15,John Henson,Giannis Antetokounmpo,15.0,0.667
2548,2014-15,Jared Dudley,Giannis Antetokounmpo,15.0,0.667
2549,2014-15,O.J. Mayo,Giannis Antetokounmpo,15.0,0.667
2550,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,15.0,0.667
2551,2014-15,Miles Plumlee,Giannis Antetokounmpo,15.0,0.667
2552,2014-15,Quincy Pondexter,Giannis Antetokounmpo,15.0,0.667
2553,2014-15,Anthony Davis,Giannis Antetokounmpo,15.0,0.667
2554,2014-15,Ömer Aşik,Giannis Antetokounmpo,15.0,0.667
2555,2014-15,Eric Gordon,Giannis Antetokounmpo,15.0,0.667
2556,2014-15,Tyreke Evans,Giannis Antetokounmpo,15.0,0.667
2557,2014-15,Alexis Ajinca,Giannis Antetokounmpo,15.0,0.667
2558,2014-15,Norris Cole,Giannis Antetokounmpo,15.0,0.667
2559,2014-15,Dante Cunningham,Giannis Antetokounmpo,15.0,0.667
2560,2014-15,Elliot Williams,Giannis Antetokounmpo,15.0,0.667
2561,2014-15,Ryan Anderson,Giannis Antetokounmpo,15.0,0.667
2562,2014-15,Luke Babbitt,Giannis Antetokounmpo,15.0,0.667
2563,2014-15,Jimmer Fredette,Giannis Antetokounmpo,15.0,0.667
2564,2014-15,Jeff Withey,Giannis Antetokounmpo,15.0,0.667
2565,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,19.0,0.7
2566,2014-15,Zaza Pachulia,Giannis Antetokounmpo,19.0,0.7
2567,2014-15,Khris Middleton,Giannis Antetokounmpo,19.0,0.7
2568,2014-15,Tyler Ennis,Giannis Antetokounmpo,19.0,0.7
2569,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,19.0,0.7
2570,2014-15,John Henson,Giannis Antetokounmpo,19.0,0.7
2571,2014-15,Chris Johnson,Giannis Antetokounmpo,19.0,0.7
2572,2014-15,Miles Plumlee,Giannis Antetokounmpo,19.0,0.7
2573,2014-15,O.J. Mayo,Giannis Antetokounmpo,19.0,0.7
2574,2014-15,Jerryd Bayless,Giannis Antetokounmpo,19.0,0.7
2575,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,19.0,0.7
2576,2014-15,Jared Dudley,Giannis Antetokounmpo,19.0,0.7
2577,2014-15,Jeff Green,Giannis Antetokounmpo,19.0,0.7
2578,2014-15,Zach Randolph,Giannis Antetokounmpo,19.0,0.7
2579,2014-15,Marc Gasol,Giannis Antetokounmpo,19.0,0.7
2580,2014-15,Courtney Lee,Giannis Antetokounmpo,19.0,0.7
2581,2014-15,Beno Udrih,Giannis Antetokounmpo,19.0,0.7
2582,2014-15,Tony Allen,Giannis Antetokounmpo,19.0,0.7
2583,2014-15,Kosta Koufos,Giannis Antetokounmpo,19.0,0.7
2584,2014-15,Nick Calathes,Giannis Antetokounmpo,19.0,0.7
2585,2014-15,Vince Carter,Giannis Antetokounmpo,19.0,0.7
2586,2014-15,JaMychal Green,Giannis Antetokounmpo,19.0,0.7
2587,2014-15,Jordan Adams,Giannis Antetokounmpo,19.0,0.7
2588,2014-15,Jon Leuer,Giannis Antetokounmpo,19.0,0.7
2589,2014-15,Russ Smith,Giannis Antetokounmpo,19.0,0.7
2590,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,12.0,0.286
2591,2014-15,Zaza Pachulia,Giannis Antetokounmpo,12.0,0.286
2592,2014-15,Khris Middleton,Giannis Antetokounmpo,12.0,0.286
2593,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,12.0,0.286
2594,2014-15,Chris Johnson,Giannis Antetokounmpo,12.0,0.286
2595,2014-15,Miles Plumlee,Giannis Antetokounmpo,12.0,0.286
2596,2014-15,Jared Dudley,Giannis Antetokounmpo,12.0,0.286
2597,2014-15,Tyler Ennis,Giannis Antetokounmpo,12.0,0.286
2598,2014-15,John Henson,Giannis Antetokounmpo,12.0,0.286
2599,2014-15,Jerryd Bayless,Giannis Antetokounmpo,12.0,0.286
2600,2014-15,O.J. Mayo,Giannis Antetokounmpo,12.0,0.286
2601,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,12.0,0.286
2602,2014-15,Solomon Hill,Giannis Antetokounmpo,12.0,0.286
2603,2014-15,David West,Giannis Antetokounmpo,12.0,0.286
2604,2014-15,Ian Mahinmi,Giannis Antetokounmpo,12.0,0.286
2605,2014-15,CJ Miles,Giannis Antetokounmpo,12.0,0.286
2606,2014-15,George Hill,Giannis Antetokounmpo,12.0,0.286
2607,2014-15,Luis Scola,Giannis Antetokounmpo,12.0,0.286
2608,2014-15,Rodney Stuckey,Giannis Antetokounmpo,12.0,0.286
2609,2014-15,Damjan Rudez,Giannis Antetokounmpo,12.0,0.286
2610,2014-15,Lavoy Allen,Giannis Antetokounmpo,12.0,0.286
2611,2014-15,C.J. Watson,Giannis Antetokounmpo,12.0,0.286
2612,2014-15,Chris Copeland,Giannis Antetokounmpo,12.0,0.286
2613,2014-15,Donald Sloan,Giannis Antetokounmpo,12.0,0.286
2614,2014-15,Shayne Whittington,Giannis Antetokounmpo,12.0,0.286
2615,2014-15,Tobias Harris,Giannis Antetokounmpo,11.0,0.444
2616,2014-15,Dewayne Dedmon,Giannis Antetokounmpo,11.0,0.444
2617,2014-15,Nikola Vucevic,Giannis Antetokounmpo,11.0,0.444
2618,2014-15,Victor Oladipo,Giannis Antetokounmpo,11.0,0.444
2619,2014-15,Elfrid Payton,Giannis Antetokounmpo,11.0,0.444
2620,2014-15,Aaron Gordon,Giannis Antetokounmpo,11.0,0.444
2621,2014-15,Luke Ridnour,Giannis Antetokounmpo,11.0,0.444
2622,2014-15,Channing Frye,Giannis Antetokounmpo,11.0,0.444
2623,2014-15,Maurice Harkless,Giannis Antetokounmpo,11.0,0.444
2624,2014-15,Ben Gordon,Giannis Antetokounmpo,11.0,0.444
2625,2014-15,Willie Green,Giannis Antetokounmpo,11.0,0.444
2626,2014-15,Andrew Nicholson,Giannis Antetokounmpo,11.0,0.444
2627,2014-15,Kyle O'Quinn,Giannis Antetokounmpo,11.0,0.444
2628,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,11.0,0.444
2629,2014-15,Zaza Pachulia,Giannis Antetokounmpo,11.0,0.444
2630,2014-15,Khris Middleton,Giannis Antetokounmpo,11.0,0.444
2631,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,11.0,0.444
2632,2014-15,O.J. Mayo,Giannis Antetokounmpo,11.0,0.444
2633,2014-15,Miles Plumlee,Giannis Antetokounmpo,11.0,0.444
2634,2014-15,Jared Dudley,Giannis Antetokounmpo,11.0,0.444
2635,2014-15,Tyler Ennis,Giannis Antetokounmpo,11.0,0.444
2636,2014-15,John Henson,Giannis Antetokounmpo,11.0,0.444
2637,2014-15,Chris Johnson,Giannis Antetokounmpo,11.0,0.444
2638,2014-15,Jerryd Bayless,Giannis Antetokounmpo,11.0,0.444
2639,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,11.0,0.444
2640,2014-15,Quincy Pondexter,Giannis Antetokounmpo,29.0,0.688
2641,2014-15,Anthony Davis,Giannis Antetokounmpo,29.0,0.688
2642,2014-15,Ömer Aşik,Giannis Antetokounmpo,29.0,0.688
2643,2014-15,Eric Gordon,Giannis Antetokounmpo,29.0,0.688
2644,2014-15,Tyreke Evans,Giannis Antetokounmpo,29.0,0.688
2645,2014-15,Alexis Ajinca,Giannis Antetokounmpo,29.0,0.688
2646,2014-15,Dante Cunningham,Giannis Antetokounmpo,29.0,0.688
2647,2014-15,Norris Cole,Giannis Antetokounmpo,29.0,0.688
2648,2014-15,Luke Babbitt,Giannis Antetokounmpo,29.0,0.688
2649,2014-15,Elliot Williams,Giannis Antetokounmpo,29.0,0.688
2650,2014-15,Ryan Anderson,Giannis Antetokounmpo,29.0,0.688
2651,2014-15,Jimmer Fredette,Giannis Antetokounmpo,29.0,0.688
2652,2014-15,Jeff Withey,Giannis Antetokounmpo,29.0,0.688
2653,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,29.0,0.688
2654,2014-15,Zaza Pachulia,Giannis Antetokounmpo,29.0,0.688
2655,2014-15,Khris Middleton,Giannis Antetokounmpo,29.0,0.688
2656,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,29.0,0.688
2657,2014-15,Jared Dudley,Giannis Antetokounmpo,29.0,0.688
2658,2014-15,John Henson,Giannis Antetokounmpo,29.0,0.688
2659,2014-15,Jerryd Bayless,Giannis Antetokounmpo,29.0,0.688
2660,2014-15,Chris Johnson,Giannis Antetokounmpo,29.0,0.688
2661,2014-15,Tyler Ennis,Giannis Antetokounmpo,29.0,0.688
2662,2014-15,O.J. Mayo,Giannis Antetokounmpo,29.0,0.688
2663,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,29.0,0.688
2664,2014-15,Miles Plumlee,Giannis Antetokounmpo,29.0,0.688
2665,2014-15,Paul Pierce,Giannis Antetokounmpo,5.0,0.2
2666,2014-15,Nene,Giannis Antetokounmpo,5.0,0.2
2667,2014-15,Marcin Gortat,Giannis Antetokounmpo,5.0,0.2
2668,2014-15,Otto Porter Jr.,Giannis Antetokounmpo,5.0,0.2
2669,2014-15,John Wall,Giannis Antetokounmpo,5.0,0.2
2670,2014-15,Rasual Butler,Giannis Antetokounmpo,5.0,0.2
2671,2014-15,Drew Gooden,Giannis Antetokounmpo,5.0,0.2
2672,2014-15,Garrett Temple,Giannis Antetokounmpo,5.0,0.2
2673,2014-15,Kevin Seraphin,Giannis Antetokounmpo,5.0,0.2
2674,2014-15,Ramon Sessions,Giannis Antetokounmpo,5.0,0.2
2675,2014-15,Martell Webster,Giannis Antetokounmpo,5.0,0.2
2676,2014-15,Bradley Beal,Giannis Antetokounmpo,5.0,0.2
2677,2014-15,DeJuan Blair,Giannis Antetokounmpo,5.0,0.2
2678,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,5.0,0.2
2679,2014-15,Zaza Pachulia,Giannis Antetokounmpo,5.0,0.2
2680,2014-15,Khris Middleton,Giannis Antetokounmpo,5.0,0.2
2681,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,5.0,0.2
2682,2014-15,Jared Dudley,Giannis Antetokounmpo,5.0,0.2
2683,2014-15,John Henson,Giannis Antetokounmpo,5.0,0.2
2684,2014-15,Jerryd Bayless,Giannis Antetokounmpo,5.0,0.2
2685,2014-15,Chris Johnson,Giannis Antetokounmpo,5.0,0.2
2686,2014-15,Tyler Ennis,Giannis Antetokounmpo,5.0,0.2
2687,2014-15,O.J. Mayo,Giannis Antetokounmpo,5.0,0.2
2688,2014-15,Johnny O'Bryant III,Giannis Antetokounmpo,5.0,0.2
2689,2014-15,Miles Plumlee,Giannis Antetokounmpo,5.0,0.2
2690,2014-15,Jared Dudley,Giannis Antetokounmpo,16.0,0.462
2691,2014-15,Zaza Pachulia,Giannis Antetokounmpo,16.0,0.462
2692,2014-15,Khris Middleton,Giannis Antetokounmpo,16.0,0.462
2693,2014-15,Michael Carter-Williams,Giannis Antetokounmpo,16.0,0.462
2694,2014-15,Ersan Ilyasova,Giannis Antetokounmpo,16.0,0.462
2695,2014-15,John Henson,Giannis Antetokounmpo,16.0,0.462
2696,2014-15,Jerryd Bayless,Giannis Antetokounmpo,16.0,0.462
